Date,Time,Category,Site,Turbidity ,BGA,AConductivity,SpCond,Salinity,Resistivity,Density,TDS,Chla,Temp,Barometric,Pressure,ft,m,Voltage,BP,Lat,Long
6/8/2021,15:44:00,B,AR2b,2.46457,0.3030577,38.27407,45.96532,0.02067389,1726254,0.9989874,0.05933088,0.618838,15.84461,747.9233,1.250219,5.879344,1.792023994,0.108,997.1497,46.72875204,-91.87356513
6/8/2021,15:44:00,B,AR2b,2.46457,0.2668046,38.57571,46.69944,0.02098157,1227110,0.9989883,0.06138397,0.425294,15.83911,747.9233,1.295711,6.111006,1.862634569,0.108,997.1497,46.72875204,-91.87356513
6/8/2021,15:44:00,B,AR2b,2.46457,0.2305516,38.87735,47.43356,0.02128924,727965.3,0.9989893,0.06343707,0.2317502,15.8336,747.9233,1.341203,6.342668,1.933245145,0.108,997.1497,46.72874381,-91.87359025
6/8/2021,15:44:00,B,AR2b,1.321261,0.1428162,77.66425,94.45686,0.04405401,384514,0.9990269,0.06447952,0.1351324,15.7429,747.9034,3.687373,9.376876,2.858071713,0.1000154,997.123,46.72874381,-91.87359025
6/8/2021,15:44:00,B,AR2b,1.232516,0.1104526,80.50141,97.91257,0.04569406,15965.7,0.9990295,0.06581257,0.007637759,15.73484,747.9023,3.832671,9.638426,2.937792151,0.09958681,997.1216,46.72874381,-91.87359025
6/8/2021,15:44:00,B,AR2b,1.143772,0.07808901,83.33857,101.3683,0.0473341,0,0.999032,0.0671456,0,15.72678,747.9012,3.97797,9.899977,3.017512893,0.09915825,997.1202,46.72874381,-91.87359025
6/8/2021,15:44:00,B,AR2b,1.46389,0.1225871,82.21647,100.1096,0.0467575,12280.42,0.9990383,0.06571052,0.005242234,15.69193,747.9212,5.275025,12.84173,3.914159179,0.09917245,997.1469,46.72874381,-91.87359025
6/8/2021,15:44:00,B,AR2b,1.425147,0.1220596,83.06365,101.1491,0.04726132,12031.26,0.9990395,0.06570531,0.005215782,15.68786,747.9218,5.399148,13.07318,3.984705136,0.09898879,997.1476,46.72874381,-91.87359025
6/8/2021,15:44:00,B,AR2b,1.40339,0.1436051,82.49203,100.8746,0.04712199,12122.5,0.9990676,0.06556849,0.008179801,15.46668,747.9351,6.347372,15.25951,4.651098499,0.1065545,997.1653,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.401763,0.1451295,82.45816,100.8591,0.0471141,12127.44,0.9990693,0.06555841,0.008315626,15.45351,747.9362,6.42841,15.44619,4.707998561,0.1069764,997.1668,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.400137,0.1466539,82.42429,100.8436,0.0471062,12132.39,0.9990711,0.06554833,0.008451451,15.44035,747.9374,6.509448,15.63287,4.764898624,0.1073982,997.1683,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.574683,0.07658009,80.7842,98.45267,0.04589916,12795.35,0.9992492,0.06399424,0.01190303,15.17166,747.9567,8.761692,20.83488,6.350471221,0.09247635,997.1942,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.583961,0.07310969,80.68078,98.31387,0.04582905,12834.23,0.9992598,0.06390401,0.01216328,15.1517,747.9581,8.908369,21.17351,6.453685641,0.09180531,997.196,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.593239,0.0696393,80.57735,98.17506,0.04575893,12873.12,0.9992704,0.06381379,0.01242353,15.13175,747.9595,9.055046,21.51213,6.556897014,0.09113428,997.1978,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.504802,0.09727778,76.38619,97.04576,0.04519325,13155.43,0.9993269,0.06307974,0.00863993,14.16901,747.9409,10.1152,23.9563,7.301880006,0.1059552,997.1731,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.503709,0.09726319,76.11253,96.92852,0.04513432,13186.18,0.9993341,0.06300354,0.008500711,14.10863,747.9403,10.22496,24.20957,7.3790767,0.106456,997.1722,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.502617,0.09724859,75.83887,96.81128,0.04507538,13216.93,0.9993413,0.06292733,0.008361491,14.04825,747.9396,10.33472,24.46284,7.456273393,0.1069568,997.1714,46.72873993,-91.87360307
6/8/2021,15:44:00,B,AR2b,1.526736,0.1157974,75.36838,97.38063,0.04532606,13287.39,0.9994004,0.06329741,0.007595692,13.19817,747.9519,11.37819,26.86059,8.18710757,0.1073748,997.1877,46.72873551,-91.87361479
6/8/2021,15:44:00,B,AR2b,1.525973,0.1175039,75.24649,97.38766,0.04532765,13297.51,0.999405,0.06330198,0.007464406,13.12858,747.9521,11.45995,27.04864,8.244425208,0.1077458,997.188,46.72873551,-91.87361479
6/8/2021,15:44:00,B,AR2b,1.52521,0.1192104,75.1246,97.39468,0.04532924,13307.64,0.9994095,0.06330655,0.007333119,13.05899,747.9524,11.54171,27.23668,8.301739798,0.1081169,997.1884,46.72873551,-91.87361479
6/8/2021,15:44:00,B,AR2b,1.51348,0.1604458,74.29914,98.59531,0.0458445,13488.64,0.9995323,0.06408695,0.009175299,12.52979,747.9401,13.66292,32.1333,9.794229527,0.09263372,997.1719,46.72873551,-91.87361479
6/8/2021,15:44:00,B,AR2b,1.513398,0.1631577,74.24267,98.67509,0.04587888,13500.38,0.9995405,0.06413881,0.009261413,12.48105,747.9396,13.80506,32.46117,9.894164299,0.09177636,997.1714,46.72873551,-91.87361479
6/8/2021,15:44:00,B,AR2b,1.513317,0.1658696,74.18619,98.75488,0.04591325,13512.11,0.9995487,0.06419068,0.009347526,12.4323,747.9392,13.94721,32.78905,9.99410212,0.09091899,997.1708,46.72873551,-91.87361479
6/8/2021,15:44:00,B,AR2b,1.486825,0.1168902,73.59665,98.85809,0.04594402,13591.84,0.9995787,0.06425776,0.009228474,11.93194,747.958,14.76823,34.67695,10.56953402,0.09826878,997.1959,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.485085,0.1151485,73.54478,98.89091,0.04595735,13600.38,0.9995831,0.0642791,0.009263385,11.89233,747.9587,14.86175,34.89243,10.63521232,0.09832112,997.1969,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.483345,0.1134069,73.49293,98.92374,0.04597069,13608.93,0.9995875,0.06430043,0.009298298,11.85273,747.9595,14.95527,35.10791,10.70089063,0.09837346,997.1979,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.630384,0.1081016,72.91435,98.82734,0.04590459,13716.14,0.9996156,0.06423777,0.007886638,11.32124,747.9344,15.95323,37.40407,11.40076017,0.1063988,997.1644,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.63798,0.1067286,72.86911,98.82436,0.04590163,13723.87,0.9996179,0.06423583,0.007805399,11.2805,747.9334,16.02701,37.5738,11.45249387,0.1070073,997.1631,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.645576,0.1053556,72.82386,98.82137,0.04589868,13731.6,0.9996201,0.06423389,0.007724161,11.23976,747.9324,16.10079,37.74353,11.50422758,0.1076157,997.1617,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.63144,0.06279986,71.32394,97.54055,0.04496176,14261.71,0.9996911,0.06304561,0.008673835,10.93677,747.9318,18.45548,43.18283,13.16212616,0.1077094,997.1609,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.634017,0.06035317,71.2281,97.46799,0.04490873,14293.37,0.9996956,0.06297885,0.008694325,10.90798,747.9312,18.60813,43.53526,13.26954682,0.107893,997.1602,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.636594,0.05790648,71.13226,97.39543,0.0448557,14325.03,0.9997002,0.06291208,0.008714815,10.87919,747.9306,18.76079,43.88768,13.37696444,0.1080767,997.1593,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.692576,0.06853886,69.05749,96.81335,0.04479239,14515.21,0.9997428,0.06288205,0.008271908,10.45282,747.9501,20.12619,47.03918,14.33754161,0.1003064,997.1853,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.695327,0.06815076,68.9102,96.75266,0.04476778,14537.58,0.9997467,0.06285359,0.008268975,10.42256,747.9512,20.25413,47.33458,14.42757952,0.09988641,997.1867,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.698079,0.06776267,68.76291,96.69196,0.04474317,14559.96,0.9997507,0.06282513,0.008266041,10.39231,747.9522,20.38206,47.62997,14.51761439,0.09946638,997.1881,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.968042,0.1005618,68.29276,96.73885,0.04475014,14652.78,0.9997724,0.06286678,0.007697816,9.662498,747.9462,22.23429,51.90699,15.82125005,0.09929216,997.1801,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,1.984243,0.1026075,68.22059,96.72845,0.04474904,14662.19,0.9997746,0.06286832,0.007656341,9.61256,747.9464,22.36734,52.21418,15.91488155,0.09911215,997.1802,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,2.000444,0.1046531,68.14841,96.71805,0.04474795,14671.59,0.9997767,0.06286987,0.007614866,9.562622,747.9464,22.50038,52.52137,16.00851306,0.09893213,997.1804,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,2.289326,0.07465972,68.00036,97.12061,0.04505479,14739.38,0.9998117,0.06334439,0.007766807,9.317901,747.9462,25.31648,59.01464,17.9876617,0.1067998,997.18,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,2.311492,0.07373276,67.9812,97.14378,0.0450718,14745.35,0.9998142,0.06337143,0.007762518,9.28767,747.946,25.51532,59.47324,18.12744297,0.1072326,997.1797,46.72873551,-91.87361479
6/8/2021,15:45:00,B,AR2b,2.333659,0.07280578,67.96204,97.16695,0.04508879,14751.33,0.9998166,0.06339847,0.00775823,9.25744,747.9459,25.71415,59.93185,18.2672273,0.1076654,997.1796,46.72873382,-91.87363245
6/8/2021,15:45:00,B,AR2b,2.205981,0.04603335,67.73721,97.51081,0.04509205,14767.17,0.9998199,0.06340911,0.006166454,9.057981,747.9523,26.8544,62.56383,19.06945477,0.09997798,997.1883,46.72873382,-91.87363245
6/8/2021,15:45:00,B,AR2b,2.205856,0.04389567,67.721,97.53873,0.04509934,14769.68,0.9998209,0.06342071,0.006083261,9.041141,747.9527,26.9826,62.8596,19.15960547,0.09974165,997.1887,46.7287302,-91.87364601
6/8/2021,15:45:00,B,AR2b,2.205732,0.04175798,67.7048,97.56667,0.04510663,14772.18,0.999822,0.06343232,0.006000068,9.024301,747.9531,27.11081,63.15537,19.24975616,0.09950532,997.1892,46.7287302,-91.87364601
6/8/2021,15:45:00,B,AR2b,2.14831,0.05883655,67.67746,97.60348,0.0451171,14777.12,0.9998236,0.06344961,0.009555866,8.952602,747.9531,28.46358,66.16492,20.16706697,0.09147482,997.1893,46.7287302,-91.87364601
6/8/2021,15:45:00,B,AR2b,2.142566,0.05915935,67.67072,97.61344,0.04511792,14777.81,0.9998238,0.06345107,0.009713916,8.943872,747.9533,28.56504,66.39294,20.23656746,0.09086946,997.1895,46.7287302,-91.87364601
6/8/2021,15:45:00,B,AR2b,2.136822,0.05948216,67.66396,97.6234,0.04511875,14778.5,0.999824,0.06345254,0.009871966,8.935142,747.9534,28.66649,66.62096,20.30606796,0.0902641,997.1898,46.72872693,-91.87366157
6/8/2021,10:48:00,A,BBay,1.418594,0.1030739,76.411,96.11623,0.04477288,13087.12,0.9992439,0.06246748,0,14.26625,746.8358,0.5351295,2.451292,0.747153778,0,995.6997,46.85148937,-91.17770859
6/8/2021,10:48:00,A,BBay,1.418594,0.1030739,76.411,96.11623,0.04477288,13087.12,0.9992439,0.06246748,0,14.26625,746.8358,0.5351295,2.451292,0.747153778,0,995.6997,46.85148937,-91.17770859
6/8/2021,10:48:00,A,BBay,1.418594,0.1030739,76.411,96.11623,0.04477288,13087.12,0.9992439,0.06246748,0,14.26625,746.8358,0.5351295,2.451292,0.747153778,0,995.6997,46.85149213,-91.17769336
6/8/2021,10:48:00,A,BBay,1.418594,0.1030739,76.411,96.11623,0.04477288,13087.12,0.9992439,0.06246748,0,14.26625,746.8358,0.5351295,2.451292,0.747153778,0,995.6997,46.85149213,-91.17769336
6/8/2021,10:48:00,A,BBay,1.402902,0.07953348,76.30975,96.21893,0.04481808,13104.49,0.999258,0.06254161,0.001135896,14.24999,746.8152,1.175985,3.391816,1.033825484,0,995.6722,46.85149213,-91.17769336
6/8/2021,10:48:00,A,BBay,1.401722,0.07776284,76.30213,96.22665,0.04482147,13105.79,0.9992591,0.06254718,0.001221334,14.24876,746.8136,1.224188,3.462559,1.055387949,0,995.6701,46.85149213,-91.17769336
6/8/2021,10:48:00,A,BBay,1.400541,0.07599221,76.29452,96.23438,0.04482488,13107.1,0.9992601,0.06255277,0.001306772,14.24754,746.8121,1.272391,3.533302,1.076950415,0,995.6681,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.091499,0.02641628,76.3296,96.29273,0.0448528,13101.08,0.999261,0.06259,0.001432627,14.17188,746.8268,1.630962,4.411429,1.344603516,0,995.6877,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.073901,0.02300791,76.32872,96.29884,0.04485561,13101.23,0.9992614,0.06259412,0.001471243,14.16722,746.827,1.668717,4.486379,1.367448275,0,995.688,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.056303,0.01959954,76.32785,96.30493,0.04485841,13101.38,0.9992619,0.06259826,0.001509858,14.16257,746.8273,1.706472,4.561328,1.39029273,0,995.6884,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.588434,0.006507727,76.04357,96.07974,0.04474696,13150.39,0.9992698,0.06251633,0.000744917,14.0871,746.8405,2.213075,6.517882,1.98665037,0,995.706,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.611218,0.004611581,76.02823,96.06873,0.04474147,13153.03,0.9992704,0.06251277,0.000707833,14.08115,746.8416,2.250968,6.649095,2.026644091,0,995.7073,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.634002,0.002715435,76.01288,96.0577,0.04473598,13155.68,0.9992709,0.06250921,0.000670749,14.07521,746.8425,2.28886,6.780307,2.066637507,0,995.7087,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.14628,0.02764396,75.72132,96.09725,0.04474689,13206.38,0.9992952,0.06247197,0.000124701,13.99065,746.8428,3.094391,7.868339,2.39826965,0,995.692,46.85150141,-91.17769815
6/8/2021,10:48:00,A,BBay,1.131683,0.02872711,75.69879,96.09429,0.04474495,13210.28,0.9992968,0.06246806,7.74E-05,13.9843,746.8431,3.150193,7.972601,2.430048707,0,995.6915,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.117086,0.02981027,75.67626,96.09132,0.04474301,13214.19,0.9992983,0.06246414,3.00E-05,13.97795,746.8434,3.205994,8.076863,2.461827764,0,995.691,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.041011,0.039689,75.17619,95.83444,0.04461107,13302.22,0.9993204,0.06229499,0.001077557,13.88419,746.824,3.501817,8.734138,2.662165177,0,995.6818,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.025927,0.04078484,75.14185,95.82099,0.04460395,13308.25,0.9993222,0.06228474,0.001124069,13.87708,746.8229,3.536138,8.794863,2.680674157,0,995.6809,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.010843,0.04188067,75.10751,95.80754,0.04459684,13314.28,0.999324,0.06227448,0.001170581,13.86998,746.8219,3.57046,8.855587,2.699182831,0,995.6801,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.063336,0.07308457,74.87928,95.80012,0.04458722,13354.89,0.9993402,0.06227008,0.000653915,13.59027,746.8344,3.97117,9.782103,2.981584899,0,995.6972,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.064711,0.0750298,74.85522,95.79377,0.04458365,13359.15,0.9993417,0.06226595,0.000649316,13.57265,746.8347,4.00001,9.848496,3.001821485,0,995.6979,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.066087,0.07697503,74.83115,95.78743,0.04458008,13363.41,0.999343,0.06226183,0.000644717,13.55503,746.8349,4.02885,9.914891,3.02205868,0,995.6987,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.02726,0.0372777,74.29224,95.90744,0.04462006,13460.5,0.9993883,0.06233984,0.001162552,13.34681,746.8353,4.933098,12.00224,3.658282635,0,995.6561,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.026231,0.03580659,74.25726,95.91384,0.04462202,13466.79,0.9993912,0.062344,0.001179421,13.32897,746.8356,4.99215,12.13847,3.699805538,0,995.6542,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.025201,0.03433548,74.22228,95.92024,0.04462398,13473.08,0.9993941,0.06234816,0.001196291,13.31112,746.8359,5.051202,12.2747,3.74132844,0,995.6522,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.040855,0.04709492,74.03168,95.78161,0.04455461,13507.79,0.9993998,0.06225805,0.000506421,13.16946,746.8358,5.266715,12.77066,3.892497043,0,995.6943,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.040832,0.04690615,74.00885,95.77664,0.04455166,13511.92,0.9994012,0.06225482,0.000480377,13.15689,746.8358,5.299155,12.84546,3.915296083,0,995.6957,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.040809,0.04671737,73.98603,95.77168,0.04454872,13516.05,0.9994025,0.06225159,0.000454332,13.14433,746.8358,5.331595,12.92026,3.938095122,0,995.697,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.04531,0.007190539,73.95686,96.00082,0.04465314,13521.4,0.9994169,0.06240053,0.00055322,12.98773,746.8033,5.979682,14.41671,4.394213067,0,995.655,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.045915,0.005303251,73.95076,96.01031,0.04465733,13522.51,0.9994178,0.0624067,0.000543025,12.97579,746.8016,6.020522,14.51097,4.422943514,0,995.6536,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.046521,0.003415963,73.94466,96.01981,0.04466151,13523.62,0.9994188,0.06241288,0.000532829,12.96385,746.7997,6.061361,14.60523,4.451673962,0,995.6522,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.026655,0.009085321,73.43524,95.69,0.04447962,13704.69,0.9994673,0.0621985,0.003536506,12.734,746.8058,7.207171,17.24799,5.257187184,0,995.6597,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.025685,0.008475991,73.40697,95.67751,0.04447223,13714.59,0.9994703,0.06219038,0.003700298,12.71794,746.8054,7.284004,17.42524,5.311212982,0,995.6592,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.024714,0.007866661,73.37869,95.66502,0.04446483,13724.49,0.9994732,0.06218226,0.003864089,12.70187,746.805,7.360837,17.60249,5.36523878,0,995.6586,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.012845,0.000938276,72.6243,95.78486,0.0445098,13780.21,0.9994984,0.06226016,0.001960208,12.53367,746.8445,7.875306,18.79158,5.727673401,0,995.7114,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.011764,0.000667361,72.57162,95.78429,0.04450832,13787.25,0.9995009,0.06225979,0.001921257,12.51928,746.8469,7.929042,18.91566,5.765492984,0,995.7144,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.010683,0.000396445,72.51893,95.78371,0.04450683,13794.29,0.9995033,0.06225942,0.001882307,12.50488,746.8491,7.982779,19.03974,5.803312566,0,995.7175,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,0.991955,0.001295929,72.34089,95.71703,0.04447067,13826.29,0.9995107,0.06221607,0.000291844,12.23493,746.7974,8.570208,20.39335,6.215892881,0,995.6485,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,0.9906572,0.001175498,72.31382,95.71616,0.04446973,13829.34,0.9995117,0.0622155,0.00016152,12.21623,746.7954,8.614447,20.49538,6.246991624,0,995.6459,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,0.9893593,0.001055068,72.28674,95.71528,0.04446879,13832.38,0.9995127,0.06221493,3.12E-05,12.19753,746.7935,8.658687,20.5974,6.278087319,0,995.6433,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.000515,0.001271477,72.20808,95.75718,0.04443924,13917.04,0.9995388,0.06219478,0.001750623,12.13076,746.8314,9.461485,22.4503,6.842851221,0,995.6938,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.000674,0.001301054,72.1992,95.7579,0.0444368,13922.4,0.9995404,0.06219269,0.001806308,12.12081,746.8323,9.518785,22.5825,6.88314578,0,995.695,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.000833,0.001330631,72.19033,95.75861,0.04443436,13927.77,0.999542,0.06219061,0.001861992,12.11086,746.8332,9.576086,22.7147,6.923440338,0,995.6962,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.005608,0.00081633,71.65951,95.64495,0.04440906,13962.87,0.9995512,0.06216375,0.003576351,11.94968,746.8542,9.972229,23.62605,7.20121981,0,995.7242,46.85150983,-91.17770549
6/8/2021,10:48:00,A,BBay,1.006101,0.000791124,71.62841,95.63968,0.04440701,13966.71,0.9995523,0.06216183,0.003706537,11.93917,746.8561,10.01229,23.71835,7.229352849,0,995.7268,46.85152039,-91.17770799
6/8/2021,10:48:00,A,BBay,1.006594,0.000765917,71.59731,95.63441,0.04440496,13970.55,0.9995534,0.06215992,0.003836724,11.92865,746.8581,10.05235,23.81065,7.257485888,0,995.7294,46.85152039,-91.17770799
6/8/2021,10:48:00,A,BBay,1.026789,0.01904567,71.45815,95.85758,0.04450227,13996.18,0.9995716,0.06230609,0.002814362,11.68241,746.8511,10.64693,25.18544,7.676521866,0,995.7202,46.85152039,-91.17770799
6/8/2021,10:48:00,A,BBay,1.027999,0.02003161,71.43829,95.86715,0.04450698,13998.43,0.9995729,0.06231342,0.002798071,11.66515,746.8513,10.68902,25.28263,7.706145377,0,995.7203,46.85152039,-91.17770799
6/8/2021,10:49:00,A,BBay,1.029208,0.02101756,71.41844,95.87672,0.04451168,14000.68,0.9995741,0.06232075,0.002781779,11.6479,746.8513,10.7311,25.37983,7.735771936,0,995.7204,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9883469,0.004247021,71.42225,96.03058,0.04458075,14034.77,0.9995938,0.06246026,0.001747696,11.58565,746.851,11.144,26.32773,8.024691847,0,995.7199,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9866136,0.003763292,71.41878,96.04398,0.04458671,14037.26,0.9995953,0.06247115,0.001670096,11.57644,746.8508,11.18064,26.41208,8.050401726,0,995.7197,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9848802,0.003279562,71.41531,96.05737,0.04459266,14039.75,0.9995968,0.06248204,0.001592496,11.56723,746.8506,11.21727,26.49642,8.076108558,0,995.7195,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9800721,0.00071663,71.1916,96.05618,0.04458356,14050.28,0.9995972,0.06244092,0.002998507,11.45323,746.8177,11.45281,27.0374,8.240999256,0,995.6755,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9789007,0.000212774,71.17923,96.0598,0.04458473,14051.67,0.9995977,0.06244202,0.003050669,11.44532,746.8159,11.47575,27.09007,8.257053072,0,995.6732,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9777292,0,71.16685,96.06342,0.0445859,14053.06,0.9995982,0.06244311,0.00310283,11.43742,746.8141,11.49868,27.14274,8.273106887,0,995.6708,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,1.011796,0.02463977,71.08264,96.20522,0.0446468,14068.92,0.9996088,0.06253433,0.002216931,11.32862,746.8074,11.95735,28.19395,8.593515685,0,995.6618,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,1.013501,0.02592426,71.07286,96.21313,0.04465,14070.06,0.9996095,0.06253853,0.00219983,11.31993,746.8063,11.98833,28.26498,8.615165628,0,995.6603,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9656584,0.005515506,70.98022,96.41875,0.04473926,14088.44,0.999633,0.06264835,0.004694873,11.18704,746.8187,12.48769,29.42396,8.968422721,0,995.6769,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9636527,0.00488456,70.97314,96.43358,0.04474568,14089.84,0.9996346,0.06265663,0.004817239,11.1771,746.8193,12.52618,29.51299,8.995559064,0,995.6777,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.961647,0.004253613,70.96606,96.44841,0.04475211,14091.25,0.9996361,0.06266491,0.004939605,11.16717,746.8199,12.56466,29.60203,9.022698455,0,995.6785,46.85152627,-91.17771825
6/8/2021,10:49:00,A,BBay,0.9529684,0.001438657,70.79448,96.59385,0.04481076,14125.42,0.9996423,0.06278268,0.00592308,11.07015,746.8203,12.97757,30.55647,9.313611758,0,995.6451,46.85153608,-91.17771597
6/8/2021,10:49:00,A,BBay,0.9513712,0.000802237,70.78272,96.60667,0.04481607,14127.75,0.9996431,0.06279178,0.006035917,11.0617,746.8206,13.01202,30.63622,9.337919557,0,995.6437,46.85153608,-91.17771597
6/8/2021,10:49:00,A,BBay,0.949774,0.000165818,70.77097,96.6195,0.04482138,14130.09,0.999644,0.06280088,0.006148754,11.05325,746.8209,13.04647,30.71597,9.362227356,0,995.6422,46.85153608,-91.17771597
6/8/2021,10:49:00,A,BBay,0.9603505,0.000107531,70.54897,96.47999,0.04474929,14174.59,0.9996502,0.06271098,0.003357041,10.99693,746.8208,13.44172,31.62753,9.640070836,0,995.6752,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9607735,5.05E-05,70.53258,96.47533,0.04474651,14177.87,0.9996507,0.06270852,0.003220406,10.9916,746.8208,13.47324,31.70026,9.662238939,0,995.6763,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9611965,0,70.51617,96.47066,0.04474373,14181.15,0.9996512,0.06270606,0.003083772,10.98627,746.8208,13.50475,31.77299,9.684407042,0,995.6774,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9604005,0.01301305,70.37783,96.54424,0.04477104,14209.04,0.9996616,0.06275376,0.005308274,10.82033,746.808,13.82324,33.83487,10.31286805,0,995.6613,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9605964,0.01373841,70.36504,96.54513,0.0447709,14211.62,0.9996623,0.06275433,0.005368508,10.80978,746.8073,13.85004,33.97093,10.35433913,0,995.6611,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9607922,0.01446376,70.35225,96.54601,0.04477077,14214.19,0.9996631,0.06275491,0.005428743,10.79922,746.8066,13.87685,34.10699,10.39581022,0,995.661,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9371755,0.03000209,70.06077,96.35464,0.04466182,14322.25,0.9996836,0.06263052,0.004627056,10.71548,746.7999,15.31241,36.11979,11.00931164,0,995.6519,46.85154562,-91.17772072
6/8/2021,10:49:00,A,BBay,0.9358578,0.03115295,70.04159,96.34583,0.04465646,14328.83,0.9996849,0.06262479,0.004634058,10.70708,746.7993,15.3986,36.27753,11.05739079,0,995.6511,46.85154487,-91.17773404
6/8/2021,10:49:00,A,BBay,0.9345402,0.03230381,70.0224,96.33702,0.04465111,14335.4,0.9996863,0.06261906,0.004641059,10.69868,746.7986,15.48479,36.43528,11.10547299,0,995.6501,46.85154487,-91.17773404
